Year,Month,Day,Hour,Latitude,Longitude,2m dew point T (C),2m T (C),10m u (m s**-1),10m v (m s**-1),Press (hPa),Total Precip (mm)
2024,7,1,0,1.4,36.9,12.2,17.9,-2,0.2,881.5,0.1
2024,7,1,0,1.4,37,12.6,18.2,-1.6,-0.1,890.7,0.1
2024,7,1,0,1.4,37.1,12.4,18,-1,-0.4,887.9,0
2024,7,1,0,1.4,37.2,11.8,17.1,-0.9,-0.2,877,0
2024,7,1,0,1.4,37.3,12.3,17.2,-1.1,0,883.9,0
2024,7,1,0,1.4,37.4,14.6,18.5,-1.3,0.1,914.4,0
2024,7,1,0,1.4,37.5,15.5,20.4,-1.7,0.5,931.8,0
2024,7,1,0,1.4,37.6,15.5,21.1,-2.2,1.1,932.8,0
2024,7,1,0,1.4,37.7,15.8,21.7,-2.8,1.6,938.8,0
2024,7,1,0,1.4,37.8,16.2,22.2,-3.1,1.8,946.1,0
2024,7,1,0,1.4,37.9,16.2,22.4,-3.4,2,946.1,0
2024,7,1,0,1.4,38,16.2,22.6,-3.7,2.2,949.4,0
2024,7,1,0,1.3,36.9,12,16.7,-1.3,0.4,879.3,0.2
2024,7,1,0,1.3,37,11.7,17.8,-1.1,0.2,882.9,0.1
2024,7,1,0,1.3,37.1,11.1,18.5,-0.8,-0.1,879.5,0.1
2024,7,1,0,1.3,37.2,11.1,16.3,-0.8,-0.1,860,0.1
2024,7,1,0,1.3,37.3,11.1,16,-0.9,0,861.9,0
2024,7,1,0,1.3,37.4,13.8,18.4,-1.1,0.1,899.9,0
2024,7,1,0,1.3,37.5,15.6,20,-1.5,0.5,931.1,0
2024,7,1,0,1.3,37.6,15.7,21,-2,1,934.6,0
2024,7,1,0,1.3,37.7,15.7,21.3,-2.5,1.4,935.3,0
2024,7,1,0,1.3,37.8,15.8,21.7,-2.9,1.7,937.9,0
2024,7,1,0,1.3,37.9,15.8,21.8,-3.3,2,937.2,0
2024,7,1,0,1.3,38,15.9,22.2,-3.5,2.2,941.6,0
2024,7,1,0,1.2,36.9,11.3,16.3,-1,0.2,861.7,0.2
2024,7,1,0,1.2,37,11.4,18.5,-0.8,0,878.9,0.2
2024,7,1,0,1.2,37.1,11.6,19.3,-0.7,-0.2,890.3,0.1
2024,7,1,0,1.2,37.2,10.8,17,-0.7,-0.3,866.9,0.1
2024,7,1,0,1.2,37.3,10.8,15.9,-0.8,-0.2,857.7,0
2024,7,1,0,1.2,37.4,13.4,17.5,-1,-0.1,891.9,0
2024,7,1,0,1.2,37.5,15.5,19.4,-1.4,0.3,927.6,0
2024,7,1,0,1.2,37.6,15.6,20.9,-1.9,0.7,933,0
2024,7,1,0,1.2,37.7,15.5,21,-2.3,1.1,931.5,0
2024,7,1,0,1.2,37.8,15.6,21.3,-2.7,1.5,932.9,0
2024,7,1,0,1.2,37.9,15.7,21.6,-3.1,1.8,934.5,0
2024,7,1,0,1.2,38,15.9,22,-3.3,2.1,940.3,0
2024,7,1,0,1.1,36.9,9.9,15.8,-0.9,-0.2,842.2,0.2
2024,7,1,0,1.1,37,11.1,18.2,-0.8,-0.4,872.6,0.1
2024,7,1,0,1.1,37.1,12,19.6,-0.8,-0.5,894.4,0.1
2024,7,1,0,1.1,37.2,11.7,17.8,-0.8,-0.5,877.7,0
2024,7,1,0,1.1,37.3,11.4,16.4,-0.7,-0.5,865.4,0
2024,7,1,0,1.1,37.4,13.3,17.4,-0.9,-0.4,890.7,0
2024,7,1,0,1.1,37.5,15.2,19.1,-1.4,0,921.5,0
2024,7,1,0,1.1,37.6,15.6,20.4,-1.7,0.3,931.7,0
2024,7,1,0,1.1,37.7,15.5,20.8,-2.1,0.7,930.4,0
2024,7,1,0,1.1,37.8,15.4,21.1,-2.4,1.1,930.5,0
2024,7,1,0,1.1,37.9,15.7,21.5,-2.8,1.6,935.5,0
2024,7,1,0,1.1,38,16,22,-3.1,1.8,942.2,0
2024,7,1,0,1,36.9,9.5,14.9,-0.9,-0.6,833.3,0.2
2024,7,1,0,1,37,10.7,16.4,-0.9,-0.6,861.3,0.1
2024,7,1,0,1,37.1,11.5,18.3,-0.9,-0.7,884.6,0
2024,7,1,0,1,37.2,11.5,17.5,-0.8,-0.7,878.5,0
2024,7,1,0,1,37.3,11.7,16.4,-0.8,-0.8,871.7,0
2024,7,1,0,1,37.4,13.1,17,-0.8,-0.7,885.2,0
2024,7,1,0,1,37.5,14.5,18.4,-1.2,-0.4,907.7,0
2024,7,1,0,1,37.6,15.1,19.6,-1.5,-0.1,922.2,0
2024,7,1,0,1,37.7,15.1,20.3,-1.8,0.2,924.2,0
2024,7,1,0,1,37.8,15,20.6,-2.2,0.7,923.7,0
2024,7,1,0,1,37.9,15.4,21.2,-2.6,1.2,930.5,0
2024,7,1,0,1,38,15.9,21.7,-2.8,1.6,939.3,0
2024,7,1,0,0.9,36.9,9.4,15.4,-0.5,-0.8,835.5,0.2
2024,7,1,0,0.9,37,10.3,16.1,-0.5,-0.9,857.2,0.1
2024,7,1,0,0.9,37.1,11,17.6,-0.5,-1,877.3,0
2024,7,1,0,0.9,37.2,11.5,17.6,-0.5,-1,881,0
2024,7,1,0,0.9,37.3,11.9,16.9,-0.4,-1,876.6,0
2024,7,1,0,0.9,37.4,12.5,16.6,-0.7,-0.9,879.2,0
2024,7,1,0,0.9,37.5,13.1,18.2,-1.1,-0.5,890.3,0
2024,7,1,0,0.9,37.6,14.1,18.9,-1.4,-0.2,907.3,0
2024,7,1,0,0.9,37.7,14.4,19.8,-1.8,0.2,915.4,0
2024,7,1,0,0.9,37.8,14.5,20.2,-2.1,0.7,916.3,0
2024,7,1,0,0.9,37.9,15.1,20.9,-2.5,1.2,925.2,0
2024,7,1,0,0.9,38,15.7,21.4,-2.7,1.7,934.3,0
2024,7,1,0,0.8,36.9,10,15.7,0,-0.9,841.9,0.2
2024,7,1,0,0.8,37,10.4,16.2,0,-1.2,862,0.1
2024,7,1,0,0.8,37.1,11.1,17.3,0,-1.3,882.6,0
2024,7,1,0,0.8,37.2,11.9,17.7,0,-1.3,892.5,0
2024,7,1,0,0.8,37.3,12.2,17.3,-0.2,-1.3,889.6,0
2024,7,1,0,0.8,37.4,12.3,16.6,-0.5,-1.2,883.5,0
2024,7,1,0,0.8,37.5,13,17.5,-1,-0.6,890.4,0
2024,7,1,0,0.8,37.6,13.8,18.7,-1.4,-0.1,905.6,0
2024,7,1,0,0.8,37.7,14.2,19.8,-1.8,0.3,913.6,0
2024,7,1,0,0.8,37.8,14.4,20.3,-2.1,0.8,916.3,0
2024,7,1,0,0.8,37.9,15.2,20.9,-2.4,1.3,925.9,0
2024,7,1,0,0.8,38,15.8,21.4,-2.5,1.8,934,0
2024,7,1,0,0.7,36.9,9.8,15.6,0.4,-0.9,843.3,0.2
2024,7,1,0,0.7,37,10.5,15.7,0.4,-1.2,863.5,0.1
2024,7,1,0,0.7,37.1,11.2,16.4,0.5,-1.5,883.3,0
2024,7,1,0,0.7,37.2,12.2,17.9,0.3,-1.4,901.9,0
2024,7,1,0,0.7,37.3,12.4,18.1,0,-1.4,901.6,0
2024,7,1,0,0.7,37.4,12.5,17.5,-0.3,-1.3,896.3,0
2024,7,1,0,0.7,37.5,13,18.6,-0.8,-0.7,901,0
2024,7,1,0,0.7,37.6,14,19.2,-1.2,-0.1,913.5,0
2024,7,1,0,0.7,37.7,14.2,19.7,-1.7,0.5,915.7,0
2024,7,1,0,0.7,37.8,14.6,20.2,-1.9,0.9,917.3,0
2024,7,1,0,0.7,37.9,15.4,20.9,-2.2,1.4,926.9,0
2024,7,1,0,0.7,38,15.8,21.1,-2.3,1.9,931.4,0
2024,7,1,0,0.6,36.9,10.1,15.7,0.5,-0.7,842.7,0.2
2024,7,1,0,0.6,37,11,15,0.5,-1,852.5,0.1
2024,7,1,0,0.6,37.1,10.7,15,0.8,-1.1,863.1,0.1
2024,7,1,0,0.6,37.2,11.4,17,0.8,-1,885.3,0
2024,7,1,0,0.6,37.3,12,19.1,0.5,-0.9,899.1,0
2024,7,1,0,0.6,37.4,12.4,19.2,0.1,-0.8,900.1,0
2024,7,1,0,0.6,37.5,12.7,19.4,-0.3,-0.3,900.2,0
2024,7,1,0,0.6,37.6,13.3,19.3,-0.8,0.4,904.9,0
2024,7,1,0,0.6,37.7,14,19.3,-1.3,0.9,910.8,0
2024,7,1,0,0.6,37.8,14.8,19.7,-1.5,1.2,913.4,0
2024,7,1,0,0.6,37.9,15.1,19.8,-1.8,1.7,913.9,0
2024,7,1,0,0.6,38,15.1,19.7,-1.9,2.2,911.7,0
2024,7,1,0,0.5,36.9,10.3,15.2,0.6,-0.4,839.9,0.1
2024,7,1,0,0.5,37,10.1,14.1,0.8,-0.6,838.1,0.1
2024,7,1,0,0.5,37.1,10.7,13.5,1.1,-0.6,839.8,0.1
2024,7,1,0,0.5,37.2,10.8,14.6,1.1,-0.5,858.1,0.1
2024,7,1,0,0.5,37.3,11.5,17.5,1,-0.4,884.6,0
2024,7,1,0,0.5,37.4,12,18.9,0.7,-0.2,895,0
2024,7,1,0,0.5,37.5,12.3,18.8,0.2,0.3,893,0
2024,7,1,0,0.5,37.6,12.7,18.3,-0.5,1,894.4,0
2024,7,1,0,0.5,37.7,13.7,19.2,-1.1,1.6,907.3,0
2024,7,1,0,0.5,37.8,14.4,19,-1.2,1.8,906.3,0
2024,7,1,0,0.5,37.9,14.1,18.2,-1.4,2.1,889.8,0
2024,7,1,0,0.5,38,14.1,18,-1.5,2.5,886.4,0
2024,7,1,2,1.4,36.9,12.6,16.7,-1.4,0.5,882,0
2024,7,1,2,1.4,37,13,17.3,-1.1,0.3,891.2,0
2024,7,1,2,1.4,37.1,12.6,18.2,-0.6,-0.1,888.4,0
2024,7,1,2,1.4,37.2,12,17.5,-0.5,0,877.5,0
2024,7,1,2,1.4,37.3,12.7,17.4,-0.7,0.2,884.4,0
2024,7,1,2,1.4,37.4,14.9,18.3,-0.9,0.2,915,0
2024,7,1,2,1.4,37.5,16,19,-1.3,0.5,932.3,0
2024,7,1,2,1.4,37.6,15.9,20,-1.8,0.9,933.4,0
2024,7,1,2,1.4,37.7,16.1,20.7,-2.3,1.3,939.4,0
2024,7,1,2,1.4,37.8,16.4,21.2,-2.7,1.5,946.7,0
2024,7,1,2,1.4,37.9,16.3,21.3,-3,1.8,946.6,0
2024,7,1,2,1.4,38,16.3,21.6,-3.2,2,949.9,0
2024,7,1,2,1.3,36.9,11.9,16.2,-0.7,0.7,879.9,0
2024,7,1,2,1.3,37,11.9,17.7,-0.6,0.5,883.4,0
2024,7,1,2,1.3,37.1,11.5,17.7,-0.4,0.2,880,0
2024,7,1,2,1.3,37.2,10.7,16.5,-0.4,0.2,860.5,0
2024,7,1,2,1.3,37.3,11.5,16.2,-0.5,0.2,862.3,0
2024,7,1,2,1.3,37.4,14.3,17.6,-0.7,0.2,900.4,0
2024,7,1,2,1.3,37.5,16,18.8,-1.2,0.5,931.7,0
2024,7,1,2,1.3,37.6,16.1,19.9,-1.7,0.8,935.1,0
2024,7,1,2,1.3,37.7,16,20.3,-2.1,1.2,935.9,0
2024,7,1,2,1.3,37.8,16.1,20.6,-2.5,1.5,938.5,0
2024,7,1,2,1.3,37.9,15.9,20.8,-2.8,1.8,937.7,0
2024,7,1,2,1.3,38,15.9,21.1,-3,2.1,942.2,0
2024,7,1,2,1.2,36.9,11,16,-0.4,0.5,862.1,0
2024,7,1,2,1.2,37,11.6,17.5,-0.3,0.2,879.5,0
2024,7,1,2,1.2,37.1,12,18.2,-0.2,0.1,890.8,0
2024,7,1,2,1.2,37.2,11.1,16.8,-0.3,0,867.3,0
2024,7,1,2,1.2,37.3,11.2,16,-0.4,0,858.1,0
2024,7,1,2,1.2,37.4,13.7,17.5,-0.6,0,892.4,0
2024,7,1,2,1.2,37.5,15.8,18.7,-1.1,0.3,928.2,0
2024,7,1,2,1.2,37.6,16,19.5,-1.5,0.6,933.6,0
2024,7,1,2,1.2,37.7,15.9,19.9,-1.9,0.9,932,0
2024,7,1,2,1.2,37.8,15.8,20.3,-2.3,1.3,933.5,0
2024,7,1,2,1.2,37.9,15.8,20.5,-2.6,1.7,935,0
2024,7,1,2,1.2,38,15.9,21,-2.8,2,940.9,0
2024,7,1,2,1.1,36.9,10,15.3,-0.2,0,842.6,0
2024,7,1,2,1.1,37,11.4,17.1,-0.2,-0.1,873.1,0
2024,7,1,2,1.1,37.1,12.3,18.4,-0.4,0,895,0
2024,7,1,2,1.1,37.2,11.8,17.4,-0.4,-0.1,878.2,0
2024,7,1,2,1.1,37.3,11.7,16.5,-0.3,-0.3,865.9,0
2024,7,1,2,1.1,37.4,13.6,17.6,-0.5,-0.3,891.2,0
2024,7,1,2,1.1,37.5,15.4,18.6,-1,0,922.1,0
2024,7,1,2,1.1,37.6,16,19.1,-1.3,0.2,932.3,0
2024,7,1,2,1.1,37.7,15.9,19.5,-1.6,0.4,931,0
2024,7,1,2,1.1,37.8,15.7,20.1,-2,0.9,931.1,0
2024,7,1,2,1.1,37.9,15.9,20.5,-2.4,1.4,936.1,0
2024,7,1,2,1.1,38,16.1,21,-2.6,1.6,942.8,0
2024,7,1,2,1,36.9,9.6,14.9,-0.1,-0.4,833.7,0
2024,7,1,2,1,37,10.9,16.5,-0.3,-0.3,861.8,0
2024,7,1,2,1,37.1,11.9,17.8,-0.5,-0.2,885.2,0
2024,7,1,2,1,37.2,11.9,17.4,-0.5,-0.3,879.1,0
2024,7,1,2,1,37.3,12.1,16.8,-0.4,-0.4,872.2,0
2024,7,1,2,1,37.4,13.3,17.3,-0.4,-0.5,885.8,0
2024,7,1,2,1,37.5,14.7,18,-0.7,-0.4,908.3,0
2024,7,1,2,1,37.6,15.5,18.6,-1.1,-0.3,922.8,0
2024,7,1,2,1,37.7,15.6,18.9,-1.4,-0.1,924.8,0
2024,7,1,2,1,37.8,15.4,19.6,-1.8,0.4,924.3,0
2024,7,1,2,1,37.9,15.6,20.1,-2.2,1,931.1,0
2024,7,1,2,1,38,15.9,20.7,-2.4,1.4,940,0
2024,7,1,2,0.9,36.9,9.6,15,0.1,-0.5,835.9,0
2024,7,1,2,0.9,37,10.5,16.2,-0.1,-0.4,857.7,0
2024,7,1,2,0.9,37.1,11.4,17.3,-0.3,-0.3,877.9,0
2024,7,1,2,0.9,37.2,11.9,17.4,-0.3,-0.4,881.5,0
2024,7,1,2,0.9,37.3,12.2,17,-0.2,-0.5,877.2,0
2024,7,1,2,0.9,37.4,12.7,17,-0.3,-0.7,879.7,0
2024,7,1,2,0.9,37.5,13.8,17.3,-0.6,-0.5,890.9,0
2024,7,1,2,0.9,37.6,14.6,18.1,-0.9,-0.4,907.9,0
2024,7,1,2,0.9,37.7,15,18.3,-1.2,-0.2,916,0
2024,7,1,2,0.9,37.8,14.9,19.1,-1.6,0.3,917,0
2024,7,1,2,0.9,37.9,15.3,19.9,-1.9,0.9,925.9,0
2024,7,1,2,0.9,38,15.8,20.4,-2.2,1.4,935,0
2024,7,1,2,0.8,36.9,9.8,15.4,0.3,-0.4,842.3,0
2024,7,1,2,0.8,37,10.5,16.4,0.2,-0.5,862.5,0
2024,7,1,2,0.8,37.1,11.3,17.6,0.1,-0.4,883.2,0
2024,7,1,2,0.8,37.2,12.1,18,0.1,-0.5,893.2,0
2024,7,1,2,0.8,37.3,12.4,17.8,0,-0.7,890.2,0
2024,7,1,2,0.8,37.4,12.6,17.1,0,-0.8,884.2,0
2024,7,1,2,0.8,37.5,13.1,18,-0.4,-0.6,891,0
2024,7,1,2,0.8,37.6,14.2,18.7,-0.7,-0.4,906.3,0
2024,7,1,2,0.8,37.7,14.7,18.6,-1,-0.2,914.3,0
2024,7,1,2,0.8,37.8,14.8,18.9,-1.4,0.3,917,0
2024,7,1,2,0.8,37.9,15.4,19.9,-1.7,0.8,926.6,0
2024,7,1,2,0.8,38,15.8,20.4,-2,1.3,934.7,0
2024,7,1,2,0.7,36.9,9.7,15.4,0.5,-0.3,843.8,0
2024,7,1,2,0.7,37,10.5,16.5,0.4,-0.4,864,0
2024,7,1,2,0.7,37.1,11.2,17.5,0.4,-0.5,883.9,0
2024,7,1,2,0.7,37.2,12.2,18.6,0.3,-0.6,902.6,0
2024,7,1,2,0.7,37.3,12.7,18.6,0.3,-0.7,902.4,0
2024,7,1,2,0.7,37.4,12.8,18.4,0.2,-0.9,897.1,0
2024,7,1,2,0.7,37.5,13.3,18.8,-0.1,-0.6,901.8,0
2024,7,1,2,0.7,37.6,14.2,19.6,-0.5,-0.4,914.3,0
2024,7,1,2,0.7,37.7,14.6,19.4,-0.9,0,916.5,0
2024,7,1,2,0.7,37.8,15,18.7,-1.1,0.4,918.1,0
2024,7,1,2,0.7,37.9,15.6,19.6,-1.5,0.8,927.7,0
2024,7,1,2,0.7,38,15.8,20.1,-1.7,1.3,932.2,0
2024,7,1,2,0.6,36.9,9.9,15.1,0.5,-0.4,843.1,0
2024,7,1,2,0.6,37,10.2,15.7,0.5,-0.5,853,0
2024,7,1,2,0.6,37.1,10.6,16.2,0.5,-0.5,863.7,0
2024,7,1,2,0.6,37.2,11.4,17.6,0.6,-0.4,885.9,0
2024,7,1,2,0.6,37.3,12.3,18.5,0.5,-0.4,899.9,0
2024,7,1,2,0.6,37.4,12.7,18.6,0.4,-0.5,900.9,0
2024,7,1,2,0.6,37.5,13,18.8,0.1,-0.3,901,0
2024,7,1,2,0.6,37.6,13.6,19.1,-0.3,0,905.7,0
2024,7,1,2,0.6,37.7,14.3,19,-0.7,0.4,911.6,0
2024,7,1,2,0.6,37.8,15.2,18.2,-0.8,0.6,914.2,0
2024,7,1,2,0.6,37.9,15.3,18.4,-1.1,1.1,914.7,0
2024,7,1,2,0.6,38,15.1,18.8,-1.3,1.6,912.5,0
2024,7,1,2,0.5,36.9,10.2,14.7,0.5,-0.4,840.4,0
2024,7,1,2,0.5,37,10,14.6,0.6,-0.4,838.6,0
2024,7,1,2,0.5,37.1,10.2,13.9,0.8,-0.4,840.3,0
2024,7,1,2,0.5,37.2,10.7,15.6,0.8,-0.3,858.8,0
2024,7,1,2,0.5,37.3,11.6,17.7,0.8,-0.1,885.4,0
2024,7,1,2,0.5,37.4,12.2,18.4,0.7,-0.2,895.8,0
2024,7,1,2,0.5,37.5,12.5,18.3,0.3,0.1,893.8,0
2024,7,1,2,0.5,37.6,12.9,18.1,-0.2,0.6,895.2,0
2024,7,1,2,0.5,37.7,14,17.6,-0.7,1,908.2,0
2024,7,1,2,0.5,37.8,14.6,17.4,-0.7,1.2,907.2,0
2024,7,1,2,0.5,37.9,14.3,17.2,-0.8,1.4,890.6,0
2024,7,1,2,0.5,38,14.2,17.2,-0.9,1.9,887.2,0
2024,7,1,4,1.4,36.9,13.1,16.2,-1,0.7,883.4,0
2024,7,1,4,1.4,37,13.5,16.8,-0.9,0.5,892.6,0
2024,7,1,4,1.4,37.1,13,17.6,-0.4,0.2,889.7,0
2024,7,1,4,1.4,37.2,12.3,16.9,-0.3,0.3,878.7,0
2024,7,1,4,1.4,37.3,12.9,17,-0.3,0.4,885.7,0
2024,7,1,4,1.4,37.4,15.2,18.6,-0.4,0.3,916.3,0
2024,7,1,4,1.4,37.5,16.3,19.2,-0.7,0.5,933.7,0
2024,7,1,4,1.4,37.6,16.2,19.3,-1,0.7,934.8,0
2024,7,1,4,1.4,37.7,16.2,20,-1.5,1,940.8,0
2024,7,1,4,1.4,37.8,16.5,20.6,-1.7,1.1,948.1,0
2024,7,1,4,1.4,37.9,16.3,20.8,-2,1.4,948,0
2024,7,1,4,1.4,38,16.3,21.1,-2.3,1.7,951.3,0
2024,7,1,4,1.3,36.9,12.2,16,-0.3,0.9,881.2,0
2024,7,1,4,1.3,37,12.1,17,-0.3,0.8,884.7,0
2024,7,1,4,1.3,37.1,11.8,17,-0.2,0.6,881.3,0
2024,7,1,4,1.3,37.2,11.3,15.6,-0.1,0.5,861.7,0
2024,7,1,4,1.3,37.3,11.7,15.6,-0.2,0.4,863.5,0
2024,7,1,4,1.3,37.4,14.4,17.5,-0.3,0.3,901.7,0
2024,7,1,4,1.3,37.5,16.2,19.2,-0.5,0.4,933.1,0
2024,7,1,4,1.3,37.6,16.7,19,-0.8,0.7,936.5,0
2024,7,1,4,1.3,37.7,16.3,19.6,-1.2,0.9,937.2,0
2024,7,1,4,1.3,37.8,16.2,20.1,-1.5,1.2,939.8,0
2024,7,1,4,1.3,37.9,15.9,20.3,-1.8,1.6,939,0
2024,7,1,4,1.3,38,16,20.6,-2.1,1.9,943.5,0
2024,7,1,4,1.2,36.9,11.2,15.5,0.2,0.7,863.4,0
2024,7,1,4,1.2,37,11.8,16.9,0.2,0.6,880.8,0
2024,7,1,4,1.2,37.1,12.2,17.5,0,0.6,892.2,0
2024,7,1,4,1.2,37.2,11.4,16.1,-0.1,0.4,868.6,0
2024,7,1,4,1.2,37.3,11.5,15.4,-0.1,0.2,859.3,0
2024,7,1,4,1.2,37.4,14,17,-0.2,0.1,893.7,0
2024,7,1,4,1.2,37.5,16,19.2,-0.5,0.3,929.6,0
2024,7,1,4,1.2,37.6,16.4,19.1,-0.7,0.5,934.9,0
2024,7,1,4,1.2,37.7,16.2,19.2,-0.9,0.7,933.4,0
2024,7,1,4,1.2,37.8,16,19.7,-1.3,1.1,934.8,0
2024,7,1,4,1.2,37.9,15.8,20,-1.6,1.4,936.4,0
2024,7,1,4,1.2,38,15.9,20.5,-1.9,1.8,942.2,0
2024,7,1,4,1.1,36.9,10.2,14.7,0.5,0.3,843.8,0
2024,7,1,4,1.1,37,11.6,16.4,0.3,0.3,874.4,0
2024,7,1,4,1.1,37.1,12.6,17.6,-0.1,0.4,896.4,0
2024,7,1,4,1.1,37.2,12.1,16.6,-0.1,0.3,879.5,0
2024,7,1,4,1.1,37.3,12,15.8,0,0,867.1,0
2024,7,1,4,1.1,37.4,13.9,17,-0.1,-0.1,892.5,0
2024,7,1,4,1.1,37.5,15.6,18.9,-0.4,0.1,923.5,0
2024,7,1,4,1.1,37.6,16.2,19.5,-0.5,0.2,933.6,0
2024,7,1,4,1.1,37.7,16.2,19.4,-0.6,0.3,932.4,0
2024,7,1,4,1.1,37.8,16,19.3,-1,0.7,932.4,0
2024,7,1,4,1.1,37.9,15.9,20,-1.4,1.2,937.4,0
2024,7,1,4,1.1,38,16.1,20.5,-1.7,1.5,944.1,0
2024,7,1,4,1,36.9,9.9,14.2,0.6,0,834.8,0
2024,7,1,4,1,37,11.1,15.7,0.3,0.2,863,0
2024,7,1,4,1,37.1,12.2,16.9,-0.1,0.4,886.5,0
2024,7,1,4,1,37.2,12.2,16.5,-0.1,0.2,880.4,0
2024,7,1,4,1,37.3,12.4,16.1,0,-0.1,873.4,0
2024,7,1,4,1,37.4,13.6,16.7,0,-0.3,887.1,0
2024,7,1,4,1,37.5,14.9,18.1,-0.1,-0.2,909.6,0
2024,7,1,4,1,37.6,15.7,19.1,-0.2,-0.2,924.2,0
2024,7,1,4,1,37.7,15.7,19.3,-0.3,-0.1,926.1,0
2024,7,1,4,1,37.8,15.8,18.9,-0.7,0.4,925.6,0
2024,7,1,4,1,37.9,15.8,19.5,-1.2,0.9,932.4,0
2024,7,1,4,1,38,15.9,20.3,-1.5,1.3,941.2,0
2024,7,1,4,0.9,36.9,9.8,14.3,0.8,0,837.1,0
2024,7,1,4,0.9,37,10.7,15.5,0.5,0.2,859,0
2024,7,1,4,0.9,37.1,11.6,16.5,0.1,0.4,879.2,0
2024,7,1,4,0.9,37.2,12.1,16.6,0.1,0.3,882.9,0
2024,7,1,4,0.9,37.3,12.5,16.3,0.1,0,878.5,0
2024,7,1,4,0.9,37.4,13,16.5,0.2,-0.3,881,0
2024,7,1,4,0.9,37.5,13.8,17.2,0.2,-0.2,892.2,0
2024,7,1,4,0.9,37.6,14.7,18.3,0.1,-0.1,909.2,0
2024,7,1,4,0.9,37.7,15.1,18.9,0,0,917.3,0
2024,7,1,4,0.9,37.8,15.1,18.9,-0.4,0.5,918.3,0
2024,7,1,4,0.9,37.9,15.6,19,-0.9,0.9,927.1,0
2024,7,1,4,0.9,38,15.7,19.9,-1.3,1.4,936.2,0
2024,7,1,4,0.8,36.9,9.9,14.1,0.9,0.2,843.6,0
2024,7,1,4,0.8,37,10.6,15.7,0.7,0.3,863.8,0
2024,7,1,4,0.8,37.1,11.4,16.8,0.4,0.5,884.6,0
2024,7,1,4,0.8,37.2,12.3,17.3,0.3,0.3,894.5,0
2024,7,1,4,0.8,37.3,12.7,17.2,0.4,0,891.6,0
2024,7,1,4,0.8,37.4,12.7,17,0.5,-0.3,885.5,0
2024,7,1,4,0.8,37.5,13.3,17.4,0.5,-0.1,892.3,0
2024,7,1,4,0.8,37.6,14.3,18.4,0.4,0.1,907.7,0
2024,7,1,4,0.8,37.7,14.7,19,0.2,0.2,915.7,0
2024,7,1,4,0.8,37.8,14.9,18.9,-0.2,0.7,918.4,0
2024,7,1,4,0.8,37.9,15.8,18.8,-0.6,1,927.9,0
2024,7,1,4,0.8,38,15.8,19.8,-1,1.5,936,0
2024,7,1,4,0.7,36.9,9.8,14,1,0.3,845,0
2024,7,1,4,0.7,37,10.5,15.8,0.7,0.4,865.3,0
2024,7,1,4,0.7,37.1,11.3,16.9,0.6,0.5,885.3,0
2024,7,1,4,0.7,37.2,12.4,17.9,0.6,0.4,904,0
2024,7,1,4,0.7,37.3,12.8,18,0.7,0.1,903.8,0
2024,7,1,4,0.7,37.4,12.9,17.8,0.8,-0.1,898.4,0
2024,7,1,4,0.7,37.5,13.4,18.2,0.7,0,903.2,0
2024,7,1,4,0.7,37.6,14.3,19,0.6,0.2,915.7,0
2024,7,1,4,0.7,37.7,14.6,19.1,0.4,0.5,917.8,0
2024,7,1,4,0.7,37.8,15,18.8,0.1,0.8,919.5,0
2024,7,1,4,0.7,37.9,15.9,18.6,-0.4,1.1,929.1,0
2024,7,1,4,0.7,38,15.9,19.5,-0.8,1.6,933.5,0
2024,7,1,4,0.6,36.9,9.9,14.5,0.7,0.2,844.4,0
2024,7,1,4,0.6,37,10.1,15.1,0.5,0.3,854.3,0
2024,7,1,4,0.6,37.1,10.6,15.7,0.6,0.5,865,0
2024,7,1,4,0.6,37.2,11.5,17.1,0.6,0.5,887.3,0
2024,7,1,4,0.6,37.3,12.3,17.9,0.7,0.4,901.3,0
2024,7,1,4,0.6,37.4,12.8,18.1,0.8,0.1,902.3,0
2024,7,1,4,0.6,37.5,13.1,18.2,0.8,0.3,902.3,0
2024,7,1,4,0.6,37.6,13.6,18.5,0.6,0.5,907.1,0
2024,7,1,4,0.6,37.7,14.4,18.1,0.3,0.9,913,0
2024,7,1,4,0.6,37.8,15.3,17.5,0.2,1.1,915.6,0
2024,7,1,4,0.6,37.9,15.5,17.6,-0.2,1.4,916,0
2024,7,1,4,0.6,38,15.2,18.3,-0.6,1.9,913.8,0
2024,7,1,4,0.5,36.9,10,14.2,0.5,0.1,841.6,0
2024,7,1,4,0.5,37,9.8,14.2,0.5,0.2,839.8,0
2024,7,1,4,0.5,37.1,10,14.3,0.6,0.3,841.5,0
2024,7,1,4,0.5,37.2,10.6,15.5,0.7,0.5,860,0
2024,7,1,4,0.5,37.3,11.5,17,0.8,0.6,886.7,0
2024,7,1,4,0.5,37.4,12.2,17.8,0.8,0.4,897.2,0
2024,7,1,4,0.5,37.5,12.5,17.5,0.7,0.6,895.2,0
2024,7,1,4,0.5,37.6,13.1,16.8,0.2,1,896.6,0
2024,7,1,4,0.5,37.7,14.2,16.7,-0.1,1.3,909.6,0
2024,7,1,4,0.5,37.8,14.7,16.7,-0.1,1.5,908.5,0
2024,7,1,4,0.5,37.9,14.4,16.6,-0.2,1.8,891.9,0
2024,7,1,4,0.5,38,14.3,16.9,-0.4,2.2,888.5,0
